Date,Close
8/25/1972,0.064453
8/28/1972,0.064209
8/29/1972,0.063477
8/30/1972,0.063477
8/31/1972,0.0625
9/1/1972,0.062988
9/5/1972,0.0625
9/6/1972,0.062988
9/7/1972,0.062744
9/8/1972,0.062256
9/11/1972,0.062744
9/12/1972,0.062744
9/13/1972,0.062744
9/14/1972,0.063232
9/15/1972,0.062744
9/18/1972,0.062988
9/19/1972,0.0625
9/20/1972,0.062012
9/21/1972,0.060059
9/22/1972,0.057861
9/25/1972,0.056152
9/26/1972,0.055908
9/27/1972,0.054688
9/28/1972,0.056152
9/29/1972,0.056885
10/2/1972,0.05957
10/3/1972,0.060547
10/4/1972,0.061768
10/5/1972,0.060059
10/6/1972,0.057617
10/9/1972,0.058594
10/10/1972,0.058594
10/11/1972,0.058838
10/12/1972,0.05835
10/13/1972,0.05835
10/16/1972,0.056885
10/17/1972,0.057861
10/18/1972,0.062012
10/19/1972,0.062256
10/20/1972,0.061768
10/23/1972,0.061523
10/24/1972,0.061768
10/25/1972,0.060547
10/26/1972,0.061035
10/27/1972,0.061279
10/30/1972,0.061035
10/31/1972,0.062988
11/1/1972,0.065918
11/2/1972,0.066406
11/3/1972,0.066162
11/6/1972,0.066162
11/8/1972,0.066895
11/9/1972,0.066895
11/10/1972,0.066895
11/13/1972,0.06665
11/14/1972,0.065918
11/15/1972,0.065674
11/16/1972,0.065918
11/17/1972,0.065674
11/20/1972,0.06543
11/21/1972,0.066895
11/22/1972,0.066895
11/24/1972,0.06665
11/27/1972,0.068359
11/28/1972,0.066406
11/29/1972,0.063477
11/30/1972,0.062988
12/1/1972,0.063965
12/4/1972,0.066406
12/5/1972,0.067383
12/6/1972,0.067383
12/7/1972,0.066895
12/8/1972,0.065918
12/11/1972,0.06665
12/12/1972,0.065918
12/13/1972,0.066406
12/14/1972,0.06665
12/15/1972,0.067139
12/18/1972,0.066895
12/19/1972,0.067139
12/20/1972,0.067383
12/21/1972,0.066895
12/22/1972,0.067383
12/26/1972,0.066406
12/27/1972,0.066895
12/29/1972,0.067383
1/2/1973,0.067627
1/3/1973,0.067383
1/4/1973,0.067139
1/5/1973,0.066895
1/8/1973,0.06665
