Date,Close
2019-12-17,1354.8900146484375
2019-12-18,1351.9100341796875
2019-12-19,1356.43994140625
2019-12-20,1351.219970703125
2019-12-23,1350.6300048828125
2019-12-24,1344.4300537109375
2019-12-26,1362.469970703125
2019-12-27,1354.6400146484375
2019-12-30,1339.7099609375
2019-12-31,1339.3900146484375
2020-01-02,1368.6800537109375
2020-01-03,1361.52001953125
2020-01-06,1397.81005859375
2020-01-07,1395.1099853515625
2020-01-08,1405.0400390625
2020-01-09,1419.7900390625
2020-01-10,1428.9599609375
2020-01-13,1440.030029296875
2020-01-14,1430.5899658203125
2020-01-15,1439.199951171875
2020-01-16,1450.1600341796875
2020-01-17,1479.52001953125
2020-01-21,1482.25
2020-01-22,1483.8699951171875
2020-01-23,1484.68994140625
2020-01-24,1466.1700439453125
2020-01-27,1431.72998046875
2020-01-28,1450.5
2020-01-29,1456.699951171875
2020-01-30,1454.25
2020-01-31,1432.780029296875
2020-02-03,1482.5999755859375
2020-02-04,1445.4100341796875
2020-02-05,1446.050048828125
2020-02-06,1475.969970703125
2020-02-07,1479.1099853515625
2020-02-10,1508.6600341796875
2020-02-11,1510.06005859375
2020-02-12,1518.6300048828125
2020-02-13,1513.3900146484375
2020-02-14,1518.72998046875
2020-02-18,1519.43994140625
2020-02-19,1524.8699951171875
2020-02-20,1516.989990234375
2020-02-21,1483.4599609375
2020-02-24,1419.8599853515625
2020-02-25,1386.3199462890625
2020-02-26,1390.469970703125
2020-02-27,1314.949951171875
2020-02-28,1339.25
2020-03-02,1386.3199462890625
2020-03-03,1337.719970703125
2020-03-04,1381.5999755859375
2020-03-05,1314.760009765625
2020-03-06,1295.739990234375
2020-03-09,1215.7900390625
2020-03-10,1275.1700439453125
2020-03-11,1210.9000244140625
2020-03-12,1111.550048828125
2020-03-13,1214.27001953125
2020-03-16,1073.0
2020-03-17,1118.06005859375
2020-03-18,1091.18994140625
2020-03-19,1111.6700439453125
2020-03-20,1068.2099609375
2020-03-23,1054.1300048828125
2020-03-24,1130.010009765625
2020-03-25,1101.6199951171875
2020-03-26,1162.9200439453125
2020-03-27,1110.260009765625
2020-03-30,1146.31005859375
2020-03-31,1161.949951171875
2020-04-01,1102.0999755859375
2020-04-02,1117.030029296875
2020-04-03,1092.699951171875
2020-04-06,1183.18994140625
2020-04-07,1182.56005859375
2020-04-08,1207.0
2020-04-09,1206.5699462890625
2020-04-13,1210.4100341796875
2020-04-14,1265.22998046875
2020-04-15,1257.300048828125
2020-04-16,1257.4300537109375
2020-04-17,1279.0
2020-04-20,1261.1500244140625
2020-04-21,1212.1600341796875
2020-04-22,1258.4100341796875
2020-04-23,1271.1700439453125
2020-04-24,1276.5999755859375
2020-04-27,1270.8599853515625
2020-04-28,1232.5899658203125
2020-04-29,1342.1800537109375
