Date,Close
2019-01-02,1054.6800537109375
2019-01-03,1025.469970703125
2019-01-04,1078.0699462890625
2019-01-07,1075.9200439453125
2019-01-08,1085.3699951171875
2019-01-09,1081.6500244140625
2019-01-10,1078.8299560546875
2019-01-11,1064.469970703125
2019-01-14,1051.510009765625
2019-01-15,1086.510009765625
2019-01-16,1089.510009765625
2019-01-17,1099.1199951171875
2019-01-18,1107.300048828125
2019-01-22,1078.6300048828125
2019-01-23,1084.4100341796875
2019-01-24,1084.0
2019-01-25,1101.510009765625
2019-01-28,1079.8599853515625
2019-01-29,1070.06005859375
2019-01-30,1097.989990234375
2019-01-31,1125.8900146484375
2019-02-01,1118.6199951171875
2019-02-04,1141.4200439453125
2019-02-05,1151.8699951171875
2019-02-06,1122.8900146484375
2019-02-07,1105.9100341796875
2019-02-08,1102.3800048828125
2019-02-11,1102.1199951171875
2019-02-12,1127.5799560546875
2019-02-13,1128.6300048828125
2019-02-14,1129.199951171875
2019-02-15,1119.6300048828125
2019-02-19,1126.510009765625
2019-02-20,1120.5899658203125
2019-02-21,1104.2099609375
2019-02-22,1116.56005859375
2019-02-25,1117.3299560546875
2019-02-26,1122.010009765625
2019-02-27,1122.8900146484375
2019-02-28,1126.550048828125
2019-03-01,1148.52001953125
2019-03-04,1153.4200439453125
2019-03-05,1169.18994140625
2019-03-06,1164.93994140625
2019-03-07,1150.8499755859375
2019-03-08,1149.969970703125
2019-03-11,1179.260009765625
2019-03-12,1197.25
2019-03-13,1199.06005859375
2019-03-14,1192.530029296875
2019-03-15,1190.300048828125
2019-03-18,1188.550048828125
2019-03-19,1202.4599609375
2019-03-20,1226.4300537109375
2019-03-21,1236.1300048828125
2019-03-22,1207.6500244140625
2019-03-25,1197.3800048828125
2019-03-26,1189.8399658203125
2019-03-27,1178.010009765625
2019-03-28,1172.27001953125
2019-03-29,1176.8900146484375
2019-04-01,1198.97998046875
2019-04-02,1205.5400390625
2019-04-03,1210.81005859375
2019-04-04,1219.449951171875
2019-04-05,1211.449951171875
2019-04-08,1208.280029296875
2019-04-09,1202.68994140625
2019-04-10,1206.449951171875
2019-04-11,1209.5899658203125
2019-04-12,1222.72998046875
2019-04-15,1226.530029296875
2019-04-16,1231.9100341796875
2019-04-17,1240.1400146484375
2019-04-18,1241.469970703125
2019-04-22,1253.760009765625
2019-04-23,1270.5899658203125
2019-04-24,1260.050048828125
2019-04-25,1267.3399658203125
2019-04-26,1277.4200439453125
2019-04-29,1296.199951171875
2019-04-30,1198.9599609375
2019-05-01,1173.3199462890625
2019-05-02,1166.510009765625
2019-05-03,1189.550048828125
2019-05-06,1193.4599609375
2019-05-07,1178.8599853515625
2019-05-08,1170.780029296875
2019-05-09,1167.969970703125
2019-05-10,1167.6400146484375
2019-05-13,1136.5899658203125
2019-05-14,1124.8599853515625
2019-05-15,1170.800048828125
2019-05-16,1184.5
2019-05-17,1168.780029296875
2019-05-20,1144.6600341796875
2019-05-21,1154.43994140625
2019-05-22,1155.8499755859375
2019-05-23,1145.3399658203125
2019-05-24,1138.6099853515625
2019-05-28,1139.56005859375
2019-05-29,1119.93994140625
2019-05-30,1121.4100341796875
2019-05-31,1106.5
2019-06-03,1038.739990234375
2019-06-04,1054.489990234375
2019-06-05,1044.6400146484375
2019-06-06,1047.760009765625
2019-06-07,1068.3699951171875
2019-06-10,1082.760009765625
2019-06-11,1081.0400390625
2019-06-12,1079.0999755859375
2019-06-13,1091.010009765625
2019-06-14,1086.300048828125
2019-06-17,1093.8900146484375
2019-06-18,1105.239990234375
2019-06-19,1104.510009765625
2019-06-20,1113.199951171875
2019-06-21,1125.3699951171875
2019-06-24,1116.699951171875
2019-06-25,1087.5799560546875
2019-06-26,1080.3199462890625
2019-06-27,1076.6300048828125
2019-06-28,1082.800048828125
2019-07-01,1100.0
2019-07-02,1112.5999755859375
2019-07-03,1122.989990234375
2019-07-05,1132.6700439453125
2019-07-08,1116.7900390625
2019-07-09,1124.2900390625
2019-07-10,1140.9100341796875
2019-07-11,1144.0799560546875
2019-07-12,1145.3399658203125
2019-07-15,1150.510009765625
2019-07-16,1153.4599609375
2019-07-17,1146.739990234375
2019-07-18,1147.239990234375
2019-07-19,1131.550048828125
2019-07-22,1139.2099609375
2019-07-23,1148.050048828125
2019-07-24,1139.72998046875
2019-07-25,1135.93994140625
2019-07-26,1245.219970703125
2019-07-29,1241.8399658203125
2019-07-30,1228.0
2019-07-31,1218.199951171875
2019-08-01,1211.780029296875
2019-08-02,1196.3199462890625
2019-08-05,1154.75
2019-08-06,1171.0799560546875
2019-08-07,1175.9100341796875
2019-08-08,1206.18994140625
2019-08-09,1188.9000244140625
2019-08-12,1174.5
2019-08-13,1196.72998046875
2019-08-14,1164.25
2019-08-15,1169.3199462890625
2019-08-16,1179.2099609375
2019-08-19,1200.43994140625
2019-08-20,1183.530029296875
2019-08-21,1191.5799560546875
2019-08-22,1191.52001953125
2019-08-23,1153.5799560546875
2019-08-26,1171.1800537109375
2019-08-27,1170.8199462890625
2019-08-28,1173.75
2019-08-29,1194.239990234375
2019-08-30,1190.530029296875
2019-09-03,1169.550048828125
2019-09-04,1182.27001953125
2019-09-05,1212.18994140625
2019-09-06,1206.3199462890625
2019-09-09,1205.27001953125
2019-09-10,1205.699951171875
2019-09-11,1220.0
2019-09-12,1234.969970703125
2019-09-13,1240.030029296875
2019-09-16,1231.6300048828125
2019-09-17,1229.8800048828125
2019-09-18,1232.6500244140625
2019-09-19,1238.75
2019-09-20,1229.8399658203125
2019-09-23,1234.68994140625
2019-09-24,1218.3299560546875
2019-09-25,1245.93994140625
2019-09-26,1242.2900390625
2019-09-27,1225.949951171875
2019-09-30,1221.1400146484375
2019-10-01,1206.0
2019-10-02,1177.9200439453125
2019-10-03,1189.4300537109375
2019-10-04,1210.9599609375
2019-10-07,1208.25
2019-10-08,1190.1300048828125
2019-10-09,1202.4000244140625
2019-10-10,1209.469970703125
2019-10-11,1215.7099609375
2019-10-14,1217.77001953125
2019-10-15,1242.239990234375
2019-10-16,1243.0
2019-10-17,1252.800048828125
2019-10-18,1244.4100341796875
2019-10-21,1244.280029296875
2019-10-22,1241.199951171875
2019-10-23,1257.6300048828125
2019-10-24,1259.1099853515625
2019-10-25,1264.300048828125
2019-10-28,1288.97998046875
2019-10-29,1260.6600341796875
2019-10-30,1260.699951171875
2019-10-31,1258.800048828125
2019-11-01,1272.25
2019-11-04,1289.6099853515625
2019-11-05,1291.43994140625
2019-11-06,1291.010009765625
2019-11-07,1306.93994140625
2019-11-08,1309.0
2019-11-11,1298.280029296875
2019-11-12,1297.2099609375
2019-11-13,1296.1800537109375
2019-11-14,1309.1500244140625
2019-11-15,1333.5400390625
2019-11-18,1319.8399658203125
2019-11-19,1312.5899658203125
2019-11-20,1301.8599853515625
2019-11-21,1300.1400146484375
2019-11-22,1293.6700439453125
2019-11-25,1305.6400146484375
2019-11-26,1313.0
2019-11-27,1312.1300048828125
2019-11-29,1304.0899658203125
2019-12-02,1288.8599853515625
2019-12-03,1294.739990234375
2019-12-04,1318.93994140625
2019-12-05,1326.9599609375
2019-12-06,1339.3900146484375
2019-12-09,1342.989990234375
2019-12-10,1342.8900146484375
2019-12-11,1344.25
2019-12-12,1348.489990234375
2019-12-13,1346.8699951171875
2019-12-16,1360.699951171875
